response_id,date,department,channel,nps_score,satisfaction,would_recommend,comment_length
545,2026-03-04,Support,Phone,5,2,no,388
546,2026-03-01,Engineering,Phone,1,1,no,0
547,2026-02-25,Sales,In-App,8,4,yes,0
548,2026-03-04,Support,In-App,8,4,yes,380
549,2026-02-05,Engineering,In-App,10,5,yes,65
550,2026-01-21,Marketing,Phone,6,3,yes,0
551,2026-03-15,Product,In-App,8,4,yes,43
552,2026-02-24,Sales,Email,10,4,yes,349
553,2026-02-22,Engineering,In-App,7,3,yes,0
554,2026-01-17,Product,Phone,9,4,yes,0
555,2026-03-14,Engineering,Phone,10,4,yes,486
556,2026-01-24,Marketing,Phone,10,5,yes,0
557,2026-01-27,Sales,Phone,9,4,yes,216
558,2026-02-04,Product,Phone,10,4,yes,458
559,2026-01-26,Marketing,Email,10,4,yes,396
560,2026-03-11,Product,Phone,10,5,yes,0
561,2026-02-21,Product,Email,10,5,yes,0
562,2026-01-12,Product,Email,0,1,no,0
563,2026-02-14,Support,Phone,6,3,no,318
564,2026-01-05,Product,Email,9,4,yes,150
565,2026-01-12,Product,In-App,9,4,yes,134
566,2026-01-23,Marketing,Phone,8,3,yes,295
567,2026-03-05,Marketing,Phone,9,4,yes,0
568,2026-02-26,Support,In-App,7,3,yes,0
569,2026-01-17,Product,In-App,10,4,yes,8
570,2026-03-03,Engineering,Email,10,5,yes,429
571,2026-02-18,Support,In-App,9,4,yes,488
572,2026-01-28,Engineering,Phone,9,4,yes,77
573,2026-01-06,Engineering,Email,8,3,yes,461
574,2026-02-18,Sales,Email,5,3,no,379
575,2026-03-12,Sales,Phone,9,4,yes,202
576,2026-03-11,Product,In-App,10,5,yes,230
577,2026-01-27,Product,In-App,1,1,yes,0
578,2026-01-07,Marketing,In-App,10,5,yes,117
579,2026-02-18,Marketing,Phone,9,4,yes,0
580,2026-02-27,Product,Email,7,3,yes,158
581,2026-02-02,Support,Phone,10,4,yes,280
582,2026-01-09,Engineering,Phone,10,4,yes,396
583,2026-01-30,Sales,Phone,9,4,yes,0
584,2026-02-24,Engineering,In-App,3,1,yes,157
585,2026-01-15,Product,Email,9,4,yes,0
586,2026-02-02,Support,In-App,1,1,no,329
587,2026-01-09,Engineering,In-App,10,5,yes,475
588,2026-02-20,Marketing,In-App,1,1,no,192
589,2026-01-05,Engineering,In-App,10,5,yes,0
590,2026-03-04,Product,In-App,8,4,yes,0
591,2026-02-26,Engineering,Email,10,5,yes,0
592,2026-03-10,Engineering,Email,10,5,yes,274
593,2026-03-03,Marketing,Phone,9,4,yes,34
594,2026-03-05,Product,In-App,4,2,no,258
595,2026-02-16,Support,Phone,10,5,yes,0
596,2026-03-02,Support,In-App,10,4,yes,0
597,2026-03-15,Sales,Phone,10,5,yes,0
598,2026-02-27,Engineering,In-App,10,4,yes,353
599,2026-02-12,Product,Phone,9,4,yes,0
600,2026-02-24,Product,Phone,7,3,yes,220
601,2026-02-06,Marketing,Email,1,1,yes,0
602,2026-02-23,Marketing,Phone,9,4,yes,171
603,2026-01-05,Sales,In-App,4,1,no,0
604,2026-02-05,Sales,In-App,10,5,yes,0
605,2026-03-13,Engineering,In-App,10,4,yes,374
606,2026-02-22,Engineering,Phone,9,4,yes,410
607,2026-03-07,Sales,Phone,9,4,yes,66
608,2026-02-26,Engineering,In-App,9,4,yes,144
609,2026-02-18,Sales,Email,4,2,no,8
610,2026-02-01,Product,Email,10,5,yes,437
611,2026-02-11,Sales,Phone,5,3,yes,445
612,2026-01-29,Sales,In-App,7,3,yes,232
613,2026-02-11,Marketing,Phone,8,3,yes,387
614,2026-03-10,Sales,In-App,10,4,yes,0
615,2026-03-03,Sales,In-App,9,4,yes,0
616,2026-03-05,Engineering,Phone,2,1,no,234
617,2026-01-06,Product,In-App,7,3,yes,103
618,2026-02-10,Support,Phone,7,3,yes,347
619,2026-01-28,Product,Phone,9,4,yes,122
620,2026-01-27,Support,In-App,3,1,no,423
621,2026-02-02,Support,In-App,10,5,yes,407
622,2026-02-27,Marketing,Email,8,4,yes,0
623,2026-01-10,Sales,Phone,10,5,yes,0
624,2026-01-21,Product,Phone,6,3,no,9
625,2026-02-02,Support,Phone,10,4,yes,484
626,2026-02-08,Support,Phone,10,5,yes,145
627,2026-02-05,Support,Phone,8,3,yes,0
628,2026-02-28,Engineering,In-App,1,1,no,0
629,2026-02-20,Marketing,Email,6,3,yes,282
630,2026-03-15,Marketing,Phone,1,1,no,0
631,2026-02-05,Sales,In-App,8,3,yes,207
632,2026-02-16,Sales,In-App,7,3,yes,186
633,2026-02-11,Support,In-App,9,4,yes,0
634,2026-02-28,Marketing,Phone,8,3,yes,0
635,2026-01-27,Product,In-App,9,4,yes,455
636,2026-01-06,Engineering,In-App,1,1,no,27
637,2026-01-07,Support,Phone,5,3,no,0
638,2026-02-21,Product,Phone,10,4,yes,0
639,2026-01-23,Sales,In-App,9,5,yes,451
640,2026-03-12,Sales,Email,9,4,yes,0
641,2026-01-16,Product,Phone,10,4,yes,463
642,2026-02-19,Support,Email,5,3,no,432
643,2026-01-17,Marketing,Phone,7,3,yes,430
644,2026-03-12,Product,In-App,10,4,yes,55
645,2026-01-13,Product,Email,6,3,no,0
646,2026-03-14,Support,Phone,8,3,yes,175
647,2026-02-23,Engineering,In-App,9,4,yes,72
648,2026-01-20,Engineering,In-App,9,5,yes,0
649,2026-01-28,Support,Phone,7,3,yes,0
650,2026-02-27,Engineering,Phone,8,4,yes,83
651,2026-01-25,Engineering,Phone,4,2,no,286
652,2026-01-18,Product,Email,9,4,yes,0
653,2026-02-02,Support,Email,9,4,yes,325
654,2026-02-19,Product,In-App,9,4,yes,0
655,2026-01-15,Product,Email,7,3,yes,2
656,2026-03-11,Support,Email,1,1,yes,14
657,2026-03-14,Sales,Email,8,3,yes,0
658,2026-01-07,Product,Email,10,5,yes,216
659,2026-02-23,Engineering,In-App,8,4,yes,0
660,2026-02-05,Sales,Phone,8,3,yes,446
661,2026-02-07,Product,Phone,9,4,yes,0
662,2026-01-05,Engineering,Email,10,5,yes,257
663,2026-02-10,Engineering,In-App,8,4,yes,337
664,2026-01-06,Support,Phone,9,4,yes,395
665,2026-03-14,Marketing,Phone,10,4,yes,317
666,2026-01-29,Sales,Phone,4,1,no,0
667,2026-03-01,Marketing,Email,8,4,yes,298
668,2026-02-21,Engineering,Phone,10,5,yes,347
669,2026-01-09,Marketing,In-App,9,4,yes,0
670,2026-02-19,Product,Phone,9,4,yes,6
671,2026-03-02,Product,Email,8,3,yes,367
672,2026-01-18,Support,In-App,6,2,yes,120
673,2026-02-25,Sales,Phone,10,4,yes,218
674,2026-03-04,Sales,Phone,9,4,yes,136
675,2026-03-05,Sales,Phone,8,4,yes,0
676,2026-02-12,Sales,Email,6,2,no,442
677,2026-01-31,Support,Email,9,4,yes,495
678,2026-01-30,Sales,Email,10,5,yes,455
679,2026-03-13,Engineering,In-App,8,4,yes,218
680,2026-02-17,Sales,Phone,8,4,yes,0
681,2026-02-24,Product,In-App,9,4,yes,153
682,2026-01-05,Engineering,Email,5,2,yes,91
683,2026-02-11,Sales,Email,10,4,yes,0
684,2026-01-08,Sales,Email,8,4,yes,153
685,2026-02-05,Product,Phone,10,5,yes,0
686,2026-01-06,Engineering,Phone,10,4,yes,0
687,2026-03-14,Sales,In-App,9,4,yes,0
688,2026-03-14,Engineering,Phone,4,2,yes,409
689,2026-01-29,Support,Email,8,3,yes,0
690,2026-03-04,Support,Phone,8,3,yes,191
691,2026-02-14,Support,Phone,6,3,no,259
692,2026-03-06,Product,Email,10,5,yes,0
693,2026-01-16,Sales,Phone,10,5,yes,93
694,2026-01-13,Engineering,Phone,3,2,no,451
695,2026-02-25,Product,Email,10,5,yes,40
696,2026-02-09,Support,Email,9,4,yes,350
697,2026-02-11,Marketing,Email,10,5,yes,59
698,2026-02-12,Product,In-App,10,5,yes,0
699,2026-03-14,Support,In-App,8,3,yes,144
700,2026-01-13,Sales,Email,10,5,yes,158
701,2026-02-14,Support,Email,7,3,yes,0
702,2026-01-11,Engineering,Phone,8,4,yes,0
703,2026-02-01,Marketing,In-App,10,5,yes,50
704,2026-03-11,Marketing,Email,7,3,yes,0
705,2026-02-22,Marketing,Phone,10,5,yes,23
706,2026-01-20,Support,Email,8,4,yes,211
707,2026-03-07,Product,Email,8,4,yes,229
708,2026-01-31,Sales,In-App,10,5,yes,323
709,2026-02-28,Marketing,In-App,7,3,yes,0
710,2026-02-06,Sales,Email,1,1,no,185
711,2026-01-05,Sales,In-App,9,4,yes,319
712,2026-02-26,Support,In-App,7,3,yes,421
713,2026-01-11,Sales,Phone,9,4,yes,473
714,2026-02-03,Product,Phone,8,3,yes,462
715,2026-03-09,Support,In-App,6,2,no,174
716,2026-01-15,Sales,In-App,9,4,yes,0
717,2026-03-05,Sales,Email,10,4,yes,149
718,2026-02-10,Product,Phone,10,5,yes,416
719,2026-01-14,Marketing,Phone,6,3,no,0
720,2026-01-06,Marketing,In-App,2,1,no,0
721,2026-01-25,Support,Phone,9,4,yes,0
722,2026-01-22,Marketing,Phone,7,3,yes,0
723,2026-01-06,Sales,Phone,10,4,yes,298
724,2026-02-04,Support,In-App,10,4,yes,7
725,2026-01-18,Sales,Email,4,2,no,286
726,2026-01-10,Product,Phone,9,4,yes,0
727,2026-02-26,Engineering,Phone,8,4,yes,264
728,2026-02-28,Sales,Phone,2,1,no,0
729,2026-02-13,Engineering,In-App,10,4,yes,478
730,2026-01-20,Support,Phone,10,4,yes,105
731,2026-03-05,Support,Email,8,4,yes,289
732,2026-01-05,Engineering,Phone,7,3,yes,194
733,2026-01-24,Support,Email,10,4,yes,345
734,2026-02-22,Engineering,In-App,9,4,yes,0
735,2026-01-16,Sales,In-App,10,4,yes,242
736,2026-01-24,Sales,Email,10,5,yes,59
737,2026-03-14,Engineering,In-App,9,4,yes,122
738,2026-02-07,Engineering,In-App,10,5,yes,0
739,2026-03-04,Engineering,In-App,10,5,yes,479
740,2026-01-11,Marketing,In-App,10,4,yes,146
741,2026-02-24,Sales,Email,10,5,yes,0
742,2026-02-24,Marketing,Phone,8,4,yes,113
743,2026-02-23,Engineering,Phone,9,4,yes,206
744,2026-01-12,Sales,In-App,10,5,yes,339
745,2026-01-08,Marketing,In-App,10,5,yes,434
746,2026-03-13,Product,Email,10,5,yes,432
747,2026-03-02,Sales,Email,10,5,yes,0
748,2026-03-01,Support,Phone,9,4,yes,234
749,2026-01-31,Support,Phone,9,4,yes,458
750,2026-02-03,Product,Phone,9,5,yes,397
751,2026-03-15,Marketing,Email,10,4,yes,280
752,2026-01-19,Sales,In-App,10,4,yes,195
753,2026-03-08,Support,In-App,9,4,yes,0
754,2026-01-31,Support,Phone,9,4,yes,372
755,2026-02-09,Support,In-App,9,4,yes,485
756,2026-02-05,Product,In-App,9,4,yes,0
757,2026-02-11,Support,Email,9,4,yes,176
758,2026-01-25,Sales,In-App,5,2,no,125
759,2026-01-28,Sales,Email,9,4,yes,130
760,2026-01-29,Support,Email,2,1,no,0
761,2026-02-01,Support,Email,10,4,yes,254
762,2026-03-09,Engineering,Phone,8,3,yes,415
763,2026-02-04,Marketing,Email,9,4,yes,378
764,2026-03-04,Marketing,Email,6,2,yes,273
765,2026-01-26,Engineering,Email,10,4,yes,299
766,2026-01-22,Support,Phone,10,5,yes,368
767,2026-02-15,Engineering,Phone,9,4,yes,373
768,2026-02-01,Sales,In-App,9,4,yes,220
769,2026-01-20,Marketing,Email,10,5,yes,350
770,2026-01-23,Engineering,Email,0,1,no,0
771,2026-03-02,Support,Email,9,4,yes,77
772,2026-01-09,Engineering,In-App,6,3,no,367
773,2026-02-26,Marketing,Phone,10,5,yes,0
774,2026-01-06,Product,In-App,2,1,no,0
775,2026-02-16,Marketing,Phone,10,5,yes,283
776,2026-02-21,Support,Email,9,4,yes,0
777,2026-01-08,Engineering,Email,9,4,yes,114
778,2026-01-17,Support,Phone,5,2,no,0
779,2026-03-14,Product,In-App,9,4,yes,0
780,2026-03-08,Engineering,Phone,10,5,yes,0
781,2026-02-10,Product,In-App,4,2,no,494
782,2026-01-10,Engineering,In-App,9,4,yes,365
783,2026-02-19,Support,Phone,9,4,yes,416
784,2026-01-24,Product,In-App,9,4,yes,315
785,2026-02-04,Product,Phone,10,4,yes,352
786,2026-03-13,Product,Phone,8,4,yes,267
787,2026-02-25,Engineering,In-App,9,4,yes,342
788,2026-01-10,Sales,In-App,10,5,yes,0
789,2026-02-21,Product,Phone,9,4,yes,32
790,2026-01-07,Sales,Phone,9,4,yes,262
791,2026-02-18,Sales,Email,10,5,yes,369
792,2026-03-10,Sales,Email,7,4,yes,315
793,2026-01-08,Product,Phone,10,4,yes,131
794,2026-01-09,Support,In-App,10,4,yes,0
795,2026-01-27,Product,Phone,6,3,no,286
796,2026-02-14,Engineering,Phone,9,4,yes,0
797,2026-01-28,Marketing,Email,3,1,yes,0
798,2026-01-30,Support,In-App,9,4,yes,0
799,2026-03-11,Engineering,In-App,7,3,yes,228
800,2026-01-25,Sales,Email,9,4,yes,0
801,2026-01-05,Sales,In-App,10,5,yes,0
802,2026-03-05,Engineering,Email,8,4,yes,55
803,2026-02-23,Sales,In-App,7,3,yes,323
804,2026-03-14,Product,Phone,10,5,yes,69
805,2026-02-23,Engineering,In-App,9,4,yes,160
806,2026-01-08,Marketing,Phone,8,3,yes,340
807,2026-02-20,Engineering,In-App,10,4,yes,365
808,2026-01-13,Engineering,Email,4,2,no,0
809,2026-03-15,Product,Phone,9,4,yes,0
810,2026-01-18,Sales,Phone,0,1,yes,53
811,2026-03-10,Engineering,Phone,10,5,yes,94
812,2026-01-20,Product,Phone,6,3,no,5
813,2026-02-06,Product,Email,9,4,yes,341
814,2026-02-01,Marketing,In-App,2,1,no,118
815,2026-01-23,Marketing,Phone,10,4,yes,366
816,2026-02-10,Product,Phone,9,4,yes,265
817,2026-03-01,Marketing,Phone,8,4,yes,0
818,2026-02-08,Support,Phone,0,1,no,0
819,2026-02-19,Sales,In-App,7,3,yes,209
820,2026-03-05,Marketing,In-App,8,3,yes,0
821,2026-02-11,Engineering,In-App,10,5,yes,115
822,2026-02-27,Engineering,Email,10,5,yes,0
823,2026-03-10,Support,Email,6,3,no,497
824,2026-02-02,Sales,In-App,3,1,no,342
825,2026-02-11,Marketing,In-App,9,5,yes,0
826,2026-02-09,Marketing,Phone,9,4,yes,411
827,2026-01-08,Product,In-App,4,1,no,0
828,2026-01-12,Product,Email,7,4,yes,333
829,2026-03-13,Marketing,Phone,9,4,yes,439
830,2026-03-06,Support,Email,10,5,yes,97
831,2026-03-09,Support,Email,9,4,yes,404
832,2026-03-09,Product,Phone,8,4,yes,410
833,2026-02-22,Product,Phone,8,4,yes,75
834,2026-01-25,Support,Phone,10,4,yes,200
835,2026-03-15,Engineering,In-App,1,1,no,0
836,2026-02-17,Product,Phone,7,3,yes,0
837,2026-03-07,Product,In-App,9,4,yes,0
838,2026-02-27,Sales,Phone,8,4,yes,77
839,2026-01-20,Product,Phone,10,4,yes,232
840,2026-01-08,Product,In-App,10,4,yes,34
841,2026-03-07,Sales,In-App,10,4,yes,34
842,2026-02-22,Support,Phone,6,3,no,329
843,2026-03-12,Engineering,Phone,10,4,yes,0
844,2026-03-09,Support,Phone,2,1,no,0
845,2026-01-20,Support,In-App,7,3,yes,324
846,2026-03-15,Marketing,Email,10,4,yes,0
847,2026-02-10,Support,Phone,2,1,yes,354
848,2026-01-22,Marketing,Email,1,1,yes,211
849,2026-03-13,Marketing,Phone,10,4,yes,211
850,2026-02-10,Sales,In-App,10,5,yes,7
851,2026-01-31,Product,In-App,9,4,yes,0
852,2026-02-26,Sales,Email,8,4,yes,293
853,2026-02-02,Sales,Email,10,5,yes,383
854,2026-02-04,Marketing,Phone,9,4,yes,176
855,2026-02-04,Engineering,Phone,10,5,yes,305
856,2026-01-29,Sales,In-App,9,4,yes,68
857,2026-03-08,Product,Phone,10,5,yes,264
858,2026-03-10,Engineering,Email,3,2,no,0
859,2026-02-23,Marketing,Phone,10,5,yes,126
860,2026-02-20,Marketing,Phone,9,4,yes,0
861,2026-01-25,Engineering,Email,9,4,yes,321
862,2026-03-12,Support,Phone,0,1,no,0
863,2026-02-26,Sales,Phone,3,1,no,146
864,2026-03-07,Product,Email,7,3,yes,432
865,2026-02-14,Product,Phone,7,3,yes,321
866,2026-03-08,Support,Phone,7,4,yes,464
867,2026-01-18,Support,In-App,9,4,yes,274
868,2026-01-10,Sales,Email,7,3,yes,422
869,2026-03-09,Support,Email,8,4,yes,0
870,2026-01-15,Sales,In-App,10,5,yes,0
871,2026-03-07,Support,Phone,1,1,no,231
872,2026-01-19,Product,In-App,9,4,yes,287
873,2026-01-16,Sales,In-App,7,3,yes,209
874,2026-01-29,Marketing,Email,9,4,yes,7
875,2026-02-18,Support,In-App,7,4,yes,481
876,2026-02-09,Engineering,Phone,10,4,yes,17
877,2026-02-28,Product,In-App,2,1,yes,0
878,2026-03-14,Engineering,Email,4,1,no,362
879,2026-01-13,Marketing,Email,9,4,yes,187
880,2026-02-12,Support,Phone,8,3,yes,491
881,2026-01-31,Engineering,Email,6,2,no,4
882,2026-02-22,Sales,Email,10,5,yes,0
883,2026-03-12,Support,Phone,8,4,yes,411
884,2026-01-23,Product,Phone,9,4,yes,0
885,2026-01-31,Engineering,In-App,6,2,yes,11
886,2026-01-14,Marketing,Phone,10,5,yes,0
887,2026-02-02,Marketing,In-App,7,3,yes,124
888,2026-03-03,Sales,Phone,7,3,yes,110
889,2026-03-14,Support,Phone,7,4,yes,477
890,2026-02-18,Marketing,Email,8,4,yes,0
891,2026-01-07,Marketing,In-App,9,4,yes,164
892,2026-03-06,Support,Phone,8,4,yes,173
893,2026-02-15,Sales,In-App,8,3,yes,292
894,2026-02-19,Sales,Phone,8,4,yes,464
895,2026-02-23,Support,Phone,9,4,yes,368
896,2026-03-12,Sales,In-App,10,4,yes,134
897,2026-01-28,Sales,Phone,8,4,yes,428
898,2026-01-26,Sales,In-App,7,3,yes,0
899,2026-02-02,Sales,Phone,9,4,yes,0
900,2026-01-11,Product,Email,9,4,yes,0
901,2026-02-01,Sales,In-App,7,3,yes,365
902,2026-01-17,Sales,In-App,1,1,yes,0
903,2026-03-05,Support,Email,9,4,yes,250
904,2026-02-09,Engineering,Email,7,4,yes,94
905,2026-02-10,Marketing,Phone,0,1,yes,280
906,2026-02-05,Product,Phone,1,1,no,451
907,2026-03-02,Product,Email,9,5,yes,196
908,2026-03-04,Support,In-App,9,4,yes,219
909,2026-02-10,Marketing,Email,9,4,yes,305
910,2026-02-22,Marketing,In-App,9,4,yes,488
911,2026-02-05,Sales,Email,10,4,yes,158
912,2026-03-01,Engineering,In-App,9,4,yes,88
913,2026-03-10,Support,Phone,9,4,yes,158
914,2026-01-12,Marketing,Phone,10,4,yes,0
915,2026-02-03,Product,In-App,8,3,yes,0
916,2026-02-02,Product,Email,10,5,yes,0
917,2026-03-08,Product,Email,10,4,yes,442
918,2026-02-08,Marketing,Email,1,1,yes,500
919,2026-01-18,Support,Email,7,3,yes,0
920,2026-03-11,Engineering,Email,9,4,yes,454
921,2026-02-01,Support,Phone,2,1,yes,50
922,2026-02-10,Sales,Phone,10,4,yes,199
923,2026-03-05,Engineering,Email,7,3,yes,8
924,2026-01-09,Support,Email,8,3,yes,0
925,2026-01-19,Support,In-App,8,4,yes,0
926,2026-02-01,Product,In-App,5,3,no,223
927,2026-02-07,Support,In-App,10,5,yes,44
928,2026-01-19,Product,Email,10,4,yes,447
929,2026-02-24,Support,In-App,9,4,yes,61
930,2026-01-24,Marketing,Email,10,5,yes,361
931,2026-03-14,Sales,In-App,5,2,yes,213
932,2026-02-08,Marketing,Email,9,4,yes,196
933,2026-02-28,Marketing,In-App,0,1,no,0
934,2026-02-05,Marketing,Email,9,5,yes,0
935,2026-02-18,Sales,In-App,10,4,yes,0
936,2026-03-03,Marketing,Email,7,3,yes,55
937,2026-03-05,Sales,In-App,7,3,yes,0
938,2026-02-27,Marketing,Email,6,3,no,196
939,2026-01-25,Engineering,Email,9,4,yes,134
940,2026-02-10,Product,Phone,1,1,no,85
941,2026-02-10,Sales,Email,5,3,yes,437
942,2026-03-01,Product,In-App,2,1,no,0
943,2026-02-12,Engineering,Phone,8,3,yes,5
944,2026-02-09,Sales,In-App,10,5,yes,0
945,2026-01-09,Support,Phone,9,4,yes,267
946,2026-01-20,Sales,In-App,7,3,yes,73
947,2026-01-27,Engineering,Email,10,4,yes,151
948,2026-02-19,Marketing,In-App,10,4,yes,269
949,2026-01-24,Sales,In-App,9,4,yes,0
950,2026-01-15,Product,Phone,8,4,yes,0
951,2026-02-18,Product,In-App,8,3,yes,0
952,2026-02-06,Support,In-App,10,4,yes,428
953,2026-01-17,Engineering,Phone,10,4,yes,471
954,2026-02-10,Product,In-App,8,3,yes,487
955,2026-01-24,Sales,In-App,10,5,yes,38
956,2026-01-20,Marketing,In-App,10,5,yes,196
957,2026-03-07,Marketing,Email,10,5,yes,404
958,2026-01-15,Marketing,Phone,10,5,yes,150
959,2026-02-17,Support,Phone,8,3,yes,11
960,2026-01-09,Sales,In-App,0,1,yes,206
961,2026-03-14,Support,Email,10,5,yes,425
962,2026-02-04,Support,In-App,10,4,yes,162
963,2026-03-07,Engineering,In-App,10,5,yes,342
964,2026-01-07,Support,In-App,9,4,yes,0
965,2026-01-20,Engineering,In-App,9,4,yes,0
966,2026-01-06,Marketing,Email,2,1,yes,0
967,2026-02-04,Support,Email,7,4,yes,413
968,2026-02-09,Product,Email,10,4,yes,62
969,2026-02-05,Sales,In-App,8,4,yes,34
970,2026-01-18,Support,Email,10,5,yes,147
971,2026-02-01,Marketing,In-App,10,4,yes,0
972,2026-02-06,Support,Email,7,3,yes,30
973,2026-01-08,Engineering,In-App,10,5,yes,81
974,2026-02-05,Sales,Phone,10,4,yes,0
975,2026-01-30,Sales,Email,10,4,yes,59
976,2026-02-10,Engineering,Email,10,4,yes,115
977,2026-02-23,Sales,Email,8,3,yes,6
978,2026-02-07,Sales,In-App,5,2,no,0
979,2026-01-14,Engineering,In-App,1,1,no,0
980,2026-02-15,Sales,Phone,10,5,yes,80
981,2026-02-04,Sales,Phone,5,2,no,112
982,2026-03-09,Support,Phone,7,3,yes,365
983,2026-01-16,Engineering,Phone,9,4,yes,0
984,2026-01-06,Engineering,Email,9,4,yes,200
985,2026-03-11,Support,Phone,6,3,yes,286
986,2026-02-14,Sales,Email,2,1,yes,98
987,2026-01-27,Support,Email,9,4,yes,0
988,2026-02-18,Marketing,Phone,9,4,yes,351
989,2026-01-26,Marketing,Email,10,4,yes,137
990,2026-01-12,Support,Phone,9,4,yes,0
991,2026-03-10,Engineering,Phone,10,4,yes,0
992,2026-02-24,Support,Phone,7,3,yes,0
993,2026-01-06,Marketing,Email,9,4,yes,0
994,2026-01-09,Engineering,Email,7,3,yes,276
995,2026-01-07,Product,In-App,9,4,yes,406
996,2026-02-27,Support,Email,6,2,no,234
997,2026-02-14,Marketing,Email,7,4,yes,445
998,2026-02-07,Sales,Email,9,4,yes,0
999,2026-02-12,Sales,Phone,7,3,yes,92
1000,2026-01-30,Engineering,Phone,10,5,yes,178
